Neighborhood,Id,Estimate; Total:,Margin of Error; Total:,Estimate; Householder under 25 years:,Margin of Error; Householder under 25 years:,"Estimate; Householder under 25 years: - Less than $10,000","Margin of Error; Householder under 25 years: - Less than $10,000","Estimate; Householder under 25 years: - $10,000 to $14,999","Margin of Error; Householder under 25 years: - $10,000 to $14,999","Estimate; Householder under 25 years: - $15,000 to $19,999","Margin of Error; Householder under 25 years: - $15,000 to $19,999","Estimate; Householder under 25 years: - $20,000 to $24,999","Margin of Error; Householder under 25 years: - $20,000 to $24,999","Estimate; Householder under 25 years: - $25,000 to $29,999","Margin of Error; Householder under 25 years: - $25,000 to $29,999","Estimate; Householder under 25 years: - $30,000 to $34,999","Margin of Error; Householder under 25 years: - $30,000 to $34,999","Estimate; Householder under 25 years: - $35,000 to $39,999","Margin of Error; Householder under 25 years: - $35,000 to $39,999","Estimate; Householder under 25 years: - $40,000 to $44,999","Margin of Error; Householder under 25 years: - $40,000 to $44,999","Estimate; Householder under 25 years: - $45,000 to $49,999","Margin of Error; Householder under 25 years: - $45,000 to $49,999","Estimate; Householder under 25 years: - $50,000 to $59,999","Margin of Error; Householder under 25 years: - $50,000 to $59,999","Estimate; Householder under 25 years: - $60,000 to $74,999","Margin of Error; Householder under 25 years: - $60,000 to $74,999","Estimate; Householder under 25 years: - $75,000 to $99,999","Margin of Error; Householder under 25 years: - $75,000 to $99,999","Estimate; Householder under 25 years: - $100,000 to $124,999","Margin of Error; Householder under 25 years: - $100,000 to $124,999","Estimate; Householder under 25 years: - $125,000 to $149,999","Margin of Error; Householder under 25 years: - $125,000 to $149,999","Estimate; Householder under 25 years: - $150,000 to $199,999","Margin of Error; Householder under 25 years: - $150,000 to $199,999","Estimate; Householder under 25 years: - $200,000 or more","Margin of Error; Householder under 25 years: - $200,000 or more",Estimate; Householder 25 to 44 years:,Margin of Error; Householder 25 to 44 years:,"Estimate; Householder 25 to 44 years: - Less than $10,000","Margin of Error; Householder 25 to 44 years: - Less than $10,000","Estimate; Householder 25 to 44 years: - $10,000 to $14,999","Margin of Error; Householder 25 to 44 years: - $10,000 to $14,999","Estimate; Householder 25 to 44 years: - $15,000 to $19,999","Margin of Error; Householder 25 to 44 years: - $15,000 to $19,999","Estimate; Householder 25 to 44 years: - $20,000 to $24,999","Margin of Error; Householder 25 to 44 years: - $20,000 to $24,999","Estimate; Householder 25 to 44 years: - $25,000 to $29,999","Margin of Error; Householder 25 to 44 years: - $25,000 to $29,999","Estimate; Householder 25 to 44 years: - $30,000 to $34,999","Margin of Error; Householder 25 to 44 years: - $30,000 to $34,999","Estimate; Householder 25 to 44 years: - $35,000 to $39,999","Margin of Error; Householder 25 to 44 years: - $35,000 to $39,999","Estimate; Householder 25 to 44 years: - $40,000 to $44,999","Margin of Error; Householder 25 to 44 years: - $40,000 to $44,999","Estimate; Householder 25 to 44 years: - $45,000 to $49,999","Margin of Error; Householder 25 to 44 years: - $45,000 to $49,999","Estimate; Householder 25 to 44 years: - $50,000 to $59,999","Margin of Error; Householder 25 to 44 years: - $50,000 to $59,999","Estimate; Householder 25 to 44 years: - $60,000 to $74,999","Margin of Error; Householder 25 to 44 years: - $60,000 to $74,999","Estimate; Householder 25 to 44 years: - $75,000 to $99,999","Margin of Error; Householder 25 to 44 years: - $75,000 to $99,999","Estimate; Householder 25 to 44 years: - $100,000 to $124,999","Margin of Error; Householder 25 to 44 years: - $100,000 to $124,999","Estimate; Householder 25 to 44 years: - $125,000 to $149,999","Margin of Error; Householder 25 to 44 years: - $125,000 to $149,999","Estimate; Householder 25 to 44 years: - $150,000 to $199,999","Margin of Error; Householder 25 to 44 years: - $150,000 to $199,999","Estimate; Householder 25 to 44 years: - $200,000 or more","Margin of Error; Householder 25 to 44 years: - $200,000 or more",Estimate; Householder 45 to 64 years:,Margin of Error; Householder 45 to 64 years:,"Estimate; Householder 45 to 64 years: - Less than $10,000","Margin of Error; Householder 45 to 64 years: - Less than $10,000","Estimate; Householder 45 to 64 years: - $10,000 to $14,999","Margin of Error; Householder 45 to 64 years: - $10,000 to $14,999","Estimate; Householder 45 to 64 years: - $15,000 to $19,999","Margin of Error; Householder 45 to 64 years: - $15,000 to $19,999","Estimate; Householder 45 to 64 years: - $20,000 to $24,999","Margin of Error; Householder 45 to 64 years: - $20,000 to $24,999","Estimate; Householder 45 to 64 years: - $25,000 to $29,999","Margin of Error; Householder 45 to 64 years: - $25,000 to $29,999","Estimate; Householder 45 to 64 years: - $30,000 to $34,999","Margin of Error; Householder 45 to 64 years: - $30,000 to $34,999","Estimate; Householder 45 to 64 years: - $35,000 to $39,999","Margin of Error; Householder 45 to 64 years: - $35,000 to $39,999","Estimate; Householder 45 to 64 years: - $40,000 to $44,999","Margin of Error; Householder 45 to 64 years: - $40,000 to $44,999","Estimate; Householder 45 to 64 years: - $45,000 to $49,999","Margin of Error; Householder 45 to 64 years: - $45,000 to $49,999","Estimate; Householder 45 to 64 years: - $50,000 to $59,999","Margin of Error; Householder 45 to 64 years: - $50,000 to $59,999","Estimate; Householder 45 to 64 years: - $60,000 to $74,999","Margin of Error; Householder 45 to 64 years: - $60,000 to $74,999","Estimate; Householder 45 to 64 years: - $75,000 to $99,999","Margin of Error; Householder 45 to 64 years: - $75,000 to $99,999","Estimate; Householder 45 to 64 years: - $100,000 to $124,999","Margin of Error; Householder 45 to 64 years: - $100,000 to $124,999","Estimate; Householder 45 to 64 years: - $125,000 to $149,999","Margin of Error; Householder 45 to 64 years: - $125,000 to $149,999","Estimate; Householder 45 to 64 years: - $150,000 to $199,999","Margin of Error; Householder 45 to 64 years: - $150,000 to $199,999","Estimate; Householder 45 to 64 years: - $200,000 or more","Margin of Error; Householder 45 to 64 years: - $200,000 or more",Estimate; Householder 65 years and over:,Margin of Error; Householder 65 years and over:,"Estimate; Householder 65 years and over: - Less than $10,000","Margin of Error; Householder 65 years and over: - Less than $10,000","Estimate; Householder 65 years and over: - $10,000 to $14,999","Margin of Error; Householder 65 years and over: - $10,000 to $14,999","Estimate; Householder 65 years and over: - $15,000 to $19,999","Margin of Error; Householder 65 years and over: - $15,000 to $19,999","Estimate; Householder 65 years and over: - $20,000 to $24,999","Margin of Error; Householder 65 years and over: - $20,000 to $24,999","Estimate; Householder 65 years and over: - $25,000 to $29,999","Margin of Error; Householder 65 years and over: - $25,000 to $29,999","Estimate; Householder 65 years and over: - $30,000 to $34,999","Margin of Error; Householder 65 years and over: - $30,000 to $34,999","Estimate; Householder 65 years and over: - $35,000 to $39,999","Margin of Error; Householder 65 years and over: - $35,000 to $39,999","Estimate; Householder 65 years and over: - $40,000 to $44,999","Margin of Error; Householder 65 years and over: - $40,000 to $44,999","Estimate; Householder 65 years and over: - $45,000 to $49,999","Margin of Error; Householder 65 years and over: - $45,000 to $49,999","Estimate; Householder 65 years and over: - $50,000 to $59,999","Margin of Error; Householder 65 years and over: - $50,000 to $59,999","Estimate; Householder 65 years and over: - $60,000 to $74,999","Margin of Error; Householder 65 years and over: - $60,000 to $74,999","Estimate; Householder 65 years and over: - $75,000 to $99,999","Margin of Error; Householder 65 years and over: - $75,000 to $99,999","Estimate; Householder 65 years and over: - $100,000 to $124,999","Margin of Error; Householder 65 years and over: - $100,000 to $124,999","Estimate; Householder 65 years and over: - $125,000 to $149,999","Margin of Error; Householder 65 years and over: - $125,000 to $149,999","Estimate; Householder 65 years and over: - $150,000 to $199,999","Margin of Error; Householder 65 years and over: - $150,000 to $199,999","Estimate; Householder 65 years and over: - $200,000 or more","Margin of Error; Householder 65 years and over: - $200,000 or more"
Bluff,11,274.0,67.6830850361,40.0,29.3428015022,10.0,23.5796522451,0.0,20.0,0.0,20.0,0.0,20.0,8.0,21.0713075057,0.0,20.0,0.0,20.0,22.0,25.7099202643,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,76.0,40.2119385258,6.0,15.8113883008,0.0,20.0,10.0,22.9128784748,4.0,18.3303027798,0.0,20.0,0.0,20.0,8.0,24.269322199,20.0,26.4575131107,0.0,20.0,0.0,20.0,0.0,20.0,14.0,25.7099202643,14.0,21.6564078277,0.0,20.0,0.0,20.0,0.0,20.0,102.0,53.5630469634,13.0,19.0262975904,15.0,22.9128784748,0.0,20.0,0.0,20.0,0.0,20.0,17.0,24.269322199,0.0,20.0,4.0,18.6815416922,0.0,20.0,32.0,50.0899191455,10.0,17.8044938147,0.0,20.0,4.0,18.3303027798,0.0,20.0,7.0,21.0713075057,0.0,20.0,56.0,28.0,18.0,26.4575131106,3.0,17.7763888346,0.0,20.0,4.0,18.6815416922,4.0,18.6815416922,3.0,18.0277563773,0.0,20.0,0.0,20.0,0.0,20.0,5.0,19.0787840283,9.0,22.2710574513,5.0,18.6815416923,0.0,20.0,5.0,19.0787840283,0.0,20.0,0.0,20.0
Bon Air,12,356,74,3,6,0,10,0,10,0,10,0,10,3,6,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,115,63,0,10,0,10,45,56,0,10,0,10,0,10,0,10,0,10,13,21,2,5,27,25,7,12,14,17,7,13,0,10,0,10,135,49,0,10,3,5,0,10,8,9,0,10,0,10,0,10,0,10,0,10,18,18,33,42,40,35,12,15,16,16,5,16,0,10,103,43,0,10,10,15,0,10,0,10,21,19,0,10,8,14,3,5,0,10,28,24,6,10,27,24,0,10,0,10,0,10,0,10
Brighton Heights,13,3259.0,203.816093574,92.0,67.394361782,15.0,27.6586333719,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,63.0,68.1248853211,2.0,24.8193472919,12.0,31.6227766016,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,968.0,144.433375644,17.0,28.9482296522,83.0,79.6366749683,49.0,46.5510472493,7.0,27.276363394,28.0,41.097445176,7.0,27.7308492477,58.0,50.764160586,30.0,42.2492603486,20.0,31.6227766017,59.0,42.3674403287,183.0,79.7809501071,217.0,75.1531769122,98.0,54.6900356554,68.0,44.598206242,44.0,41.3884041732,0.0,26.4575131106,1384.0,174.178069801,106.0,78.8416133776,28.0,29.3428015023,75.0,57.0,62.0,61.9758017294,41.0,38.4837628099,50.0,57.1139212452,28.0,32.9089653438,93.0,68.2934843158,80.0,39.2045915678,144.0,57.5065213693,155.0,68.5930025586,220.0,82.5166649835,148.0,61.9838688693,49.0,36.7423461418,86.0,56.1693866799,19.0,30.5450486986,815.0,120.316249942,138.0,66.0151497764,94.0,49.6084670192,132.0,54.7448627727,59.0,41.5812457726,19.0,30.3973683072,56.0,42.4264068712,43.0,40.914545091,62.0,40.951190459,40.0,37.0540146273,33.0,37.4299345445,64.0,43.2666153056,28.0,32.5883414736,29.0,33.8821486923,0.0,26.4575131106,18.0,31.0000000001,0.0,26.4575131106
Brookline,14,6017.0,340.492290662,103.0,71.6030725598,24.0,53.3291665038,11.0,41.9642705167,0.0,38.729833462,17.0,44.4522215418,0.0,38.729833462,0.0,38.729833462,0.0,38.729833462,8.0,39.9499687108,0.0,38.729833462,36.0,54.1202365109,7.0,39.0,0.0,38.729833462,0.0,38.729833462,0.0,38.729833462,0.0,38.729833462,0.0,38.729833462,2077.0,281.517317406,47.0,48.197510309,44.0,47.9270278654,62.0,51.39066063,100.0,74.6525284233,149.0,112.084789333,163.0,96.0312449153,51.0,53.3479146733,97.0,92.1900211521,80.0,60.0416522091,150.0,90.21640649,363.0,127.499019603,383.0,122.249744376,194.0,98.3514107677,50.0,43.1161222746,117.0,124.217551095,27.0,47.6445169984,2389.0,242.927972864,149.0,71.0774225756,59.0,48.8773976395,138.0,85.6854713473,94.0,62.4019230474,236.0,138.126753382,119.0,78.8986691904,86.0,53.3853912601,111.0,64.4282546713,43.0,46.7546789102,142.0,72.4154679608,515.0,150.089973016,317.0,104.168133324,207.0,82.4135911121,70.0,60.3324125161,27.0,43.1393092201,76.0,60.2245796995,1448.0,172.470287297,75.0,58.4037670018,115.0,65.3681879816,267.0,87.6641317757,101.0,61.9919349594,146.0,66.2947961758,143.0,81.1972905952,41.0,44.575778176,56.0,49.2239778969,72.0,49.7995983921,116.0,61.9435226637,161.0,73.1915295646,84.0,62.8171950982,57.0,63.8200595424,10.0,40.3112887416,0.0,38.729833462,4.0,38.0657326213
California-Kirkbride,15,291,52,42,34,16,28,0,10,23,28,0,10,0,10,0,10,0,10,3,6,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,75,35,21,15,6,8,0,10,4,6,8,11,0,10,16,24,11,18,0,10,0,10,0,10,9,14,0,10,0,10,0,10,0,10,124,33,28,21,10,13,9,11,13,11,25,21,8,12,0,10,0,10,3,5,16,20,4,7,0,10,8,13,0,10,0,10,0,10,50,17,25,19,11,11,4,6,5,8,0,10,0,10,0,10,0,10,0,10,0,10,5,7,0,10,0,10,0,10,0,10,0,10
Carrick,16,4310.0,280.110692406,150.0,92.714615892,39.0,71.0211236183,9.0,37.0,15.0,37.9077828421,0.0,36.0555127546,7.0,36.6606055596,53.0,57.9223618302,0.0,36.0555127546,0.0,36.0555127546,0.0,36.0555127546,5.0,35.5527776693,22.0,47.8434948557,0.0,36.0555127546,0.0,36.0555127546,0.0,36.0555127546,0.0,36.0555127546,0.0,36.0555127546,1542.0,217.264815376,156.0,84.071398228,210.0,109.0,67.0,63.7338214766,100.0,80.3679040413,113.0,62.1288982679,79.0,54.1387107345,120.0,78.822585596,120.0,72.8010988928,56.0,52.3927475897,95.0,64.7070320753,214.0,97.0772887961,83.0,51.778373864,71.0,47.1487009365,43.0,59.4978991225,8.0,37.3630833845,7.0,36.3455636907,1555.0,179.086571245,56.0,44.2492937797,104.0,56.0624651616,62.0,45.5960524607,150.0,70.3917608815,48.0,42.7901857907,132.0,81.6088230525,68.0,45.7274534606,70.0,48.538644398,97.0,54.6534536878,208.0,75.2196782764,154.0,71.4562803398,134.0,72.3878442834,106.0,68.2715167549,39.0,39.3573373084,64.0,46.5510472491,63.0,53.16013544,1063.0,158.271917914,38.0,40.7062648741,199.0,99.8098191563,143.0,82.3711114409,134.0,57.6194411636,90.0,65.3911308971,81.0,47.2122865363,68.0,40.9023226725,73.0,41.9880935505,49.0,38.7814388593,76.0,44.0454310912,43.0,40.4103947023,46.0,40.2243707222,23.0,35.8887168898,0.0,36.0555127546,0.0,36.0555127546,0.0,36.0555127546
Central Business District,17,1831.0,222.436507795,207.0,78.9050061783,104.0,58.7367006224,12.0,30.0,0.0,24.4948974278,31.0,40.9878030638,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,10.0,26.9258240357,9.0,26.9258240357,15.0,31.3687742827,0.0,24.4948974278,11.0,29.3428015022,0.0,24.4948974278,0.0,24.4948974278,15.0,26.5706605112,661.0,195.821347151,0.0,24.4948974278,11.0,29.3428015023,48.0,74.4378935758,18.0,37.4165738678,0.0,24.4948974278,12.0,29.3428015022,13.0,30.0,0.0,24.4948974278,61.0,86.9252552484,108.0,94.7892398957,100.0,80.3616824114,121.0,92.9193198426,37.0,38.8329756778,36.0,45.3541618819,22.0,35.0570962858,74.0,66.2193325246,646.0,137.513635686,78.0,41.5812457727,44.0,44.955533586,25.0,43.2319326425,0.0,24.4948974278,11.0,27.4954541697,27.0,36.2491379208,15.0,31.3687742828,12.0,30.0,0.0,24.4948974278,13.0,29.9999999999,83.0,57.0964096945,37.0,37.4165738678,26.0,35.0570962859,11.0,27.4954541696,17.0,33.5410196625,247.0,111.260954517,317.0,100.608150763,48.0,43.2319326425,23.0,25.3771550809,39.0,36.2491379208,14.0,30.6757233004,0.0,24.4948974278,14.0,28.0891438104,17.0,28.8617393793,18.0,27.4954541697,18.0,30.6757233004,10.0,27.4954541697,36.0,63.0951662174,12.0,26.3818119165,20.0,28.0891438104,25.0,41.5331193147,0.0,24.4948974278,23.0,27.0739727413
Central Lawrenceville,18,2230.0,175.339670354,128.0,66.302337817,5.0,24.1039415864,0.0,24.4948974278,6.0,24.1039415864,24.0,41.5331193146,16.0,34.292856399,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,7.0,24.9198715887,15.0,28.0891438104,30.0,34.5976877841,20.0,39.0384425919,0.0,24.4948974278,5.0,24.1039415864,0.0,24.4948974278,0.0,24.4948974278,838.0,129.715072371,30.0,37.5366487582,37.0,45.912961133,21.0,39.8622628559,8.0,25.8650343127,72.0,51.526692112,15.0,24.0831891576,21.0,36.3593179254,35.0,28.319604517,59.0,35.7211421989,104.0,59.0338885726,116.0,50.8428952755,132.0,61.6441400297,114.0,66.257075094,26.0,29.0688837075,13.0,26.9258240357,35.0,25.9422435421,744.0,124.687609649,112.0,72.8148336536,15.0,24.5356882929,57.0,45.4752680036,66.0,53.8330753348,35.0,29.0000000001,39.0,33.0,20.0,34.292856399,30.0,29.883105595,20.0,26.3058928759,68.0,48.610698411,64.0,38.0131556174,84.0,58.5747385825,89.0,46.8614980554,32.0,34.7850542618,7.0,24.9198715887,6.0,24.1039415864,520.0,102.625532885,74.0,45.8039299624,66.0,54.0925133452,50.0,29.9666481275,60.0,34.6265793864,70.0,38.8587184554,26.0,32.8024389337,23.0,28.7054001889,23.0,27.6947648482,30.0,46.7011777153,12.0,24.8596057892,20.0,24.6170672503,38.0,32.4499614791,25.0,29.1376045687,3.0,23.1516738056,0.0,24.4948974278,0.0,24.4948974278
Central Northside,19,1487.0,126.4673871,79.0,66.5507325279,33.0,54.8543526076,35.0,40.0998753115,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,11.0,22.8910462845,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,477.0,92.4932429965,45.0,40.074929819,5.0,16.7630546143,40.0,39.9124040869,26.0,29.2745623366,19.0,16.0623784042,5.0,16.2480768093,10.0,18.547236991,30.0,24.1039415864,17.0,15.1657508881,26.0,30.3315017762,37.0,30.7896086366,73.0,41.2310562562,60.0,29.9499582638,61.0,39.0384425919,9.0,17.3205080757,14.0,16.1864140563,550.0,94.7259204231,51.0,27.4954541697,40.0,35.8329457344,67.0,55.5337735077,17.0,22.0907220344,8.0,19.2093727123,14.0,20.6155281281,16.0,21.3541565041,36.0,31.5911379979,15.0,16.7630546143,24.0,22.9128784748,49.0,28.7228132327,67.0,39.6358423652,68.0,45.3872228716,47.0,32.4499614792,15.0,22.1133443875,16.0,19.3390796058,381.0,77.6916983982,66.0,35.3836120259,108.0,40.533936399,36.0,34.1467421579,36.0,37.8417758568,32.0,27.8028775489,10.0,14.5945195193,5.0,16.2480768093,0.0,17.3205080757,0.0,17.3205080757,30.0,48.1248376621,17.0,16.7630546143,20.0,18.547236991,0.0,17.3205080757,11.0,15.0996688706,4.0,15.779733838,6.0,16.2480768093
Central Oakland,20,1918.0,152.6761278,1366.0,152.918278829,455.0,106.292050502,170.0,82.5832912883,267.0,101.710373119,177.0,67.0745853509,48.0,35.2278299076,30.0,25.7293606606,51.0,37.8681924575,41.0,47.1699056603,32.0,34.597687784,37.0,32.3882694814,24.0,29.5972971739,34.0,54.8543526076,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,294.0,92.3363417079,49.0,55.8211429478,15.0,18.574175621,0.0,17.3205080757,21.0,35.902646142,25.0,30.0166620396,52.0,39.7617907041,8.0,19.2093727123,17.0,27.0,0.0,17.3205080757,10.0,22.1133443875,8.0,19.2093727123,56.0,42.0594816896,10.0,20.6155281281,23.0,29.0860791445,0.0,17.3205080757,0.0,17.3205080757,135.0,67.0,7.0,20.6155281281,20.0,25.3179778023,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,52.0,55.4977477021,5.0,16.2480768093,9.0,20.6155281281,0.0,17.3205080757,17.0,22.1133443875,8.0,18.547236991,7.0,19.2093727123,10.0,20.6155281281,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,123.0,40.4227658628,0.0,17.3205080757,0.0,17.3205080757,9.0,19.2093727123,13.0,20.6155281281,0.0,17.3205080757,10.0,19.8997487421,0.0,17.3205080757,0.0,17.3205080757,48.0,27.9284800875,14.0,26.1533936613,9.0,20.6155281281,12.0,25.3179778023,0.0,17.3205080757,8.0,18.547236991,0.0,17.3205080757,0.0,17.3205080757
Chartiers City,21,215,60,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,23,20,0,10,0,10,0,10,0,10,0,10,13,14,8,14,0,10,0,10,0,10,0,10,2,4,0,10,0,10,0,10,0,10,97,51,9,13,14,18,0,10,0,10,0,10,0,10,0,10,0,10,0,10,33,50,0,10,15,18,9,15,6,10,11,18,0,10,95,37,16,18,0,10,14,23,7,12,0,10,10,13,22,29,0,10,9,12,0,10,17,21,0,10,0,10,0,10,0,10,0,10
Chateau,22,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Crafton Heights,23,1640.0,124.49899598,133.0,63.5609943283,55.0,48.218253805,0.0,20.0,11.0,21.6564078277,21.0,32.9241552663,7.0,21.0713075057,0.0,20.0,5.0,19.0787840283,5.0,18.6815416923,0.0,20.0,25.0,32.9241552663,4.0,18.3303027798,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,518.0,99.4233373007,86.0,56.9561234636,17.0,30.4138126515,7.0,20.5182845287,13.0,27.2213151776,5.0,19.519221296,90.0,55.0,0.0,20.0,24.0,30.1993377411,24.0,28.0000000001,41.0,26.2488094968,41.0,33.1058907145,132.0,59.270566051,10.0,21.0713075057,4.0,18.3303027798,11.0,19.2353840616,13.0,25.7099202644,646.0,94.1594392507,99.0,46.0,40.0,32.14031736,24.0,24.269322199,14.0,23.1948270094,45.0,32.8937684068,31.0,24.9399278267,28.0,28.7228132327,47.0,32.5883414736,38.0,33.5410196625,17.0,25.7681974534,77.0,50.6951674225,64.0,32.2645316097,65.0,42.1070065429,19.0,23.5796522451,32.0,23.1948270094,6.0,19.519221296,343.0,57.2276157114,57.0,32.7261363439,26.0,24.5967477525,18.0,21.4476105895,30.0,22.1359436212,35.0,22.9128784747,32.0,22.1359436212,31.0,19.8242276016,25.0,20.1494416796,16.0,18.3847763109,15.0,20.0,31.0,18.9472953215,10.0,18.6010752377,12.0,19.0787840283,0.0,20.0,5.0,16.5529453572,0.0,20.0
Crawford-Roberts,24,1146.0,147.322774886,69.0,49.3963561409,24.0,25.079872408,17.0,29.7321374946,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,9.0,17.2046505341,0.0,14.1421356237,0.0,14.1421356237,19.0,32.5729949498,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,299.0,95.1314879522,66.0,54.7813836992,23.0,37.3630833845,51.0,47.9270278653,10.0,18.0277563773,10.0,17.2046505341,16.0,18.8679622641,19.0,30.6757233004,0.0,14.1421356237,30.0,29.7321374946,23.0,36.4005494464,0.0,14.1421356237,37.0,59.8414572015,14.0,21.4709105536,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,285.0,102.474387044,65.0,44.0113621693,0.0,14.1421356237,70.0,70.0927956355,34.0,31.6227766017,34.0,40.4969134626,10.0,18.0277563773,10.0,18.8679622641,0.0,14.1421356237,10.0,18.0277563773,10.0,18.0277563773,30.0,27.4590604355,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,12.0,20.591260282,0.0,14.1421356237,493.0,110.453610172,139.0,77.6208734813,135.0,60.3075451333,60.0,36.0693775937,72.0,51.8941229813,12.0,20.591260282,11.0,18.8679622641,10.0,18.8679622641,24.0,27.8567765544,0.0,14.1421356237,10.0,18.8679622641,10.0,18.0277563773,0.0,14.1421356237,0.0,14.1421356237,10.0,18.8679622641,0.0,14.1421356237,0.0,14.1421356237
Duquesne Heights,25,1175.0,108.706025592,33.0,43.0116263352,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,33.0,43.0116263352,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,374.0,83.4505841801,39.0,43.6577599059,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,9.0,16.4012194669,0.0,14.1421356237,9.0,17.2046505341,0.0,14.1421356237,44.0,46.5188133985,18.0,19.1049731745,58.0,40.3112887415,113.0,62.2655603042,53.0,51.6623654124,8.0,17.2046505341,14.0,24.1660919472,9.0,17.2046505341,499.0,91.9673855233,49.0,44.283179651,15.0,19.7230829233,0.0,14.1421356237,16.0,20.591260282,30.0,24.6981780705,43.0,43.965895874,10.0,18.0277563773,0.0,14.1421356237,24.0,21.4709105536,47.0,32.4499614792,24.0,27.8567765544,95.0,51.6236379966,43.0,28.319604517,29.0,23.2594066992,50.0,30.61045573,24.0,25.079872408,269.0,58.5234995536,29.0,21.9317121995,29.0,27.7848879789,35.0,27.7848879789,28.0,25.0599281723,27.0,21.9544984001,11.0,18.8679622641,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,11.0,19.7230829233,28.0,26.9258240357,31.0,26.9258240357,16.0,20.591260282,0.0,14.1421356237,8.0,16.4012194669,16.0,21.4709105536
East Allegheny,26,1318.0,147.989864518,7.0,9.21954445729,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,3.0,11.6619037897,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,4.0,12.2065556157,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,570.0,132.943597063,167.0,86.6487160897,7.0,15.6204993518,57.0,58.8217646794,31.0,31.6227766017,27.0,26.1725046566,37.0,46.8401537145,16.0,28.7923600978,29.0,48.0520551069,17.0,20.8086520467,34.0,31.0161248385,58.0,57.8705451849,41.0,37.2155881319,10.0,18.0277563773,25.0,24.0831891576,0.0,14.1421356237,14.0,16.6433169771,545.0,110.113577728,171.0,72.7186358508,62.0,52.4976189936,60.0,37.5366487582,41.0,31.384709653,24.0,26.1725046566,14.0,19.7230829233,17.0,18.4390889146,0.0,14.1421356237,0.0,14.1421356237,63.0,41.1096095822,31.0,29.1547594742,23.0,26.0,8.0,16.4012194669,15.0,24.1660919472,9.0,17.2046505341,7.0,14.1421356237,196.0,49.2036584006,34.0,26.9072480941,37.0,26.4007575649,31.0,24.2074368738,16.0,19.7230829233,21.0,21.4709105536,0.0,14.1421356237,16.0,21.4709105536,7.0,14.1421356237,0.0,14.1421356237,23.0,24.1660919472,0.0,14.1421356237,5.0,13.4536240471,0.0,14.1421356237,0.0,14.1421356237,6.0,14.1421356237,0.0,14.1421356237
